BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
146,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
147,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
148,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
149,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
150,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
151,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
152,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
153,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
154,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
155,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
156,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
157,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
158,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
159,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
160,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
161,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
162,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
163,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
164,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
165,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
166,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
167,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
168,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
169,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
170,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
171,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
172,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
173,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
174,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
175,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
176,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
177,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
178,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
179,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
180,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
181,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
182,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
183,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
184,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
185,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
186,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
187,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
188,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
189,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
190,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
191,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
192,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
193,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
194,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
195,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
196,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
197,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
198,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
199,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
200,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
201,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
202,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
203,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
204,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
205,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
206,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
207,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
208,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
209,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
210,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
211,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
212,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
213,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
214,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
215,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
216,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
217,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
218,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
219,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
220,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
221,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
222,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
223,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
224,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
225,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
226,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
227,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
228,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
229,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
230,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
231,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
232,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
233,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
234,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
235,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
236,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
237,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
238,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
239,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
240,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
241,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
242,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
243,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
244,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
245,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
246,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
247,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
248,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
249,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
250,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
251,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
252,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
253,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
254,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
255,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
256,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
257,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
258,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
259,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
260,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
261,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
262,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
263,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
264,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
265,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
266,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
267,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
268,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
269,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
270,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
271,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
272,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
273,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
274,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
275,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
276,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
277,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
278,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
279,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
280,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
281,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
282,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
283,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
284,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
285,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
286,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
287,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
288,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
289,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
290,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
291,"-13.909,13 €",null,null,null,null,null,null,null,null,null,null,null
293,"-3.943,75 €",null,null,null,null,null,null,null,null,null,null,null
295,"-7.948,60 €",null,null,null,null,null,null,null,null,null,null,null
297,"-20.021,05 €",null,null,null,null,null,null,null,null,null,null,null
299,"-5.158,22 €",null,null,null,null,null,null,null,null,null,null,null
301,"-14.477,24 €",null,null,null,null,null,null,null,null,null,null,null
303,"-2.421,02 €",null,null,null,null,null,null,null,null,null,null,null
305,"-22.476,23 €",null,null,null,null,null,null,null,null,null,null,null
307,"-23.834,77 €",null,null,null,null,null,null,null,null,null,null,null
309,"-7.618,42 €",null,null,null,null,null,null,null,null,null,null,null
311,"-12.897,62 €",null,null,null,null,null,null,null,null,null,null,null
313,"-2.569,94 €",null,null,null,null,null,null,null,null,null,null,null
315,"-5.255,01 €",null,null,null,null,null,null,null,null,null,null,null
317,"-48.861,59 €",null,null,null,null,null,null,null,null,null,null,null
319,"-5.277,05 €",null,null,null,null,null,null,null,null,null,null,null
321,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
323,"-3.698,45 €",null,null,null,null,null,null,null,null,null,null,null
325,"-2.658,13 €",null,null,null,null,null,null,null,null,null,null,null
327,"-1.712,49 €",null,null,null,null,null,null,null,null,null,null,null
329,"-1.267,42 €",null,null,null,null,null,null,null,null,null,null,null
331,"-4.520,06 €",null,null,null,null,null,null,null,null,null,null,null
333,"-20.478,69 €",null,null,null,null,null,null,null,null,null,null,null
335,"-298,06 €",null,null,null,null,null,null,null,null,null,null,null
337,"-4.994,54 €",null,null,null,null,null,null,null,null,null,null,null
339,"-8.910,76 €",null,null,null,null,null,null,null,null,null,null,null
341,"-8.171,79 €",null,null,null,null,null,null,null,null,null,null,null
343,"-15.764,81 €",null,null,null,null,null,null,null,null,null,null,null
345,"-4.392,21 €",null,null,null,null,null,null,null,null,null,null,null
347,"-23.789,84 €",null,null,null,null,null,null,null,null,null,null,null
349,"-4.354,05 €",null,null,null,null,null,null,null,null,null,null,null
351,"-8.785,45 €",null,null,null,null,null,null,null,null,null,null,null
353,"-3.587,32 €",null,null,null,null,null,null,null,null,null,null,null
355,"-14.020,32 €",null,null,null,null,null,null,null,null,null,null,null
357,"-3.779,68 €",null,null,null,null,null,null,null,null,null,null,null
359,"-1.657,55 €",null,null,null,null,null,null,null,null,null,null,null
361,"-6.481,61 €",null,null,null,null,null,null,null,null,null,null,null
363,"-1.298,62 €",null,null,null,null,null,null,null,null,null,null,null
365,"-8.913,90 €",null,null,null,null,null,null,null,null,null,null,null
367,"-20.697,56 €",null,null,null,null,null,null,null,null,null,null,null
369,"-4.108,90 €",null,null,null,null,null,null,null,null,null,null,null
371,"-7.693,82 €",null,null,null,null,null,null,null,null,null,null,null
373,"-4.110,37 €",null,null,null,null,null,null,null,null,null,null,null
375,"-4.240,13 €",null,null,null,null,null,null,null,null,null,null,null
377,"-8.648,19 €",null,null,null,null,null,null,null,null,null,null,null
379,"-8.582,65 €",null,null,null,null,null,null,null,null,null,null,null
381,"-9.256,67 €",null,null,null,null,null,null,null,null,null,null,null
383,"-1.556,16 €",null,null,null,null,null,null,null,null,null,null,null
385,"-3.615,53 €",null,null,null,null,null,null,null,null,null,null,null
387,"-10.112,90 €",null,null,null,null,null,null,null,null,null,null,null
389,"-4.971,41 €",null,null,null,null,null,null,null,null,null,null,null
391,"-12.025,31 €",null,null,null,null,null,null,null,null,null,null,null
393,"-3.179,72 €",null,null,null,null,null,null,null,null,null,null,null
395,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
397,"-8.975,02 €",null,null,null,null,null,null,null,null,null,null,null
399,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
401,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
403,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
405,"-915,03 €",null,null,null,null,null,null,null,null,null,null,null
407,"-2.007,09 €",null,null,null,null,null,null,null,null,null,null,null
409,"-8.172,61 €",null,null,null,null,null,null,null,null,null,null,null
411,"-6.635,33 €",null,null,null,null,null,null,null,null,null,null,null
413,"-8.929,56 €",null,null,null,null,null,null,null,null,null,null,null
415,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
417,"-3.960,61 €",null,null,null,null,null,null,null,null,null,null,null
419,"-2.172,08 €",null,null,null,null,null,null,null,null,null,null,null
421,"-10.261,05 €",null,null,null,null,null,null,null,null,null,null,null
423,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
425,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
427,"-5.771,55 €",null,null,null,null,null,null,null,null,null,null,null
429,"-131,20 €",null,null,null,null,null,null,null,null,null,null,null
431,"-18.088,89 €",null,null,null,null,null,null,null,null,null,null,null
433,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
435,"-3.645,82 €",null,null,null,null,null,null,null,null,null,null,null
437,"-1.000,11 €",null,null,null,null,null,null,null,null,null,null,null
439,"-20.839,37 €",null,null,null,null,null,null,null,null,null,null,null
441,"-11.853,92 €",null,null,null,null,null,null,null,null,null,null,null
443,"-2.165,00 €",null,null,null,null,null,null,null,null,null,null,null
445,"-729,44 €",null,null,null,null,null,null,null,null,null,null,null
447,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
449,"-6.487,11 €",null,null,null,null,null,null,null,null,null,null,null
451,"-7.018,72 €",null,null,null,null,null,null,null,null,null,null,null
453,"-4.314,77 €",null,null,null,null,null,null,null,null,null,null,null
455,"-3.154,58 €",null,null,null,null,null,null,null,null,null,null,null
457,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
459,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
461,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
463,"-1.274,76 €",null,null,null,null,null,null,null,null,null,null,null
465,"-11.626,01 €",null,null,null,null,null,null,null,null,null,null,null
467,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
469,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
471,"-3.545,61 €",null,null,null,null,null,null,null,null,null,null,null
473,"-20.873,96 €",null,null,null,null,null,null,null,null,null,null,null
475,"-16.463,54 €",null,null,null,null,null,null,null,null,null,null,null
477,"-11.792,01 €",null,null,null,null,null,null,null,null,null,null,null
479,"-4.340,30 €",null,null,null,null,null,null,null,null,null,null,null
481,"-7.677,46 €",null,null,null,null,null,null,null,null,null,null,null
483,"-3.996,74 €",null,null,null,null,null,null,null,null,null,null,null
485,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
487,"-4.101,29 €",null,null,null,null,null,null,null,null,null,null,null
489,"-218,85 €",null,null,null,null,null,null,null,null,null,null,null
491,"-2.816,31 €",null,null,null,null,null,null,null,null,null,null,null
493,"-9.128,74 €",null,null,null,null,null,null,null,null,null,null,null
495,"-5.174,48 €",null,null,null,null,null,null,null,null,null,null,null
497,"-16.774,49 €",null,null,null,null,null,null,null,null,null,null,null
499,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
501,"-207,75 €",null,null,null,null,null,null,null,null,null,null,null
503,"-6.234,45 €",null,null,null,null,null,null,null,null,null,null,null
505,"-3.134,51 €",null,null,null,null,null,null,null,null,null,null,null
507,"-738,09 €",null,null,null,null,null,null,null,null,null,null,null
509,"-1.764,02 €",null,null,null,null,null,null,null,null,null,null,null
511,"-7.842,83 €",null,null,null,null,null,null,null,null,null,null,null
513,"-647,99 €",null,null,null,null,null,null,null,null,null,null,null
515,"-1.611,74 €",null,null,null,null,null,null,null,null,null,null,null
517,"-32.607,14 €",null,null,null,null,null,null,null,null,null,null,null
519,"-5.744,66 €",null,null,null,null,null,null,null,null,null,null,null
521,"-5.008,27 €",null,null,null,null,null,null,null,null,null,null,null
523,"-3.385,37 €",null,null,null,null,null,null,null,null,null,null,null
525,"-2.380,26 €",null,null,null,null,null,null,null,null,null,null,null
527,"-838,92 €",null,null,null,null,null,null,null,null,null,null,null
529,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
531,"-2.296,53 €",null,null,null,null,null,null,null,null,null,null,null
533,"-3.947,69 €",null,null,null,null,null,null,null,null,null,null,null
535,"-4.605,35 €",null,null,null,null,null,null,null,null,null,null,null
537,"-4.852,75 €",null,null,null,null,null,null,null,null,null,null,null
539,"-8.177,36 €",null,null,null,null,null,null,null,null,null,null,null
541,"-6.308,54 €",null,null,null,null,null,null,null,null,null,null,null
543,"-10.862,09 €",null,null,null,null,null,null,null,null,null,null,null
545,"-2.768,92 €",null,null,null,null,null,null,null,null,null,null,null
547,"-2.855,22 €",null,null,null,null,null,null,null,null,null,null,null
549,"-3.438,62 €",null,null,null,null,null,null,null,null,null,null,null
551,"-4.134,23 €",null,null,null,null,null,null,null,null,null,null,null
553,"-12.969,34 €",null,null,null,null,null,null,null,null,null,null,null
555,"-2.769,08 €",null,null,null,null,null,null,null,null,null,null,null
557,"-652,94 €",null,null,null,null,null,null,null,null,null,null,null
559,"-17.373,14 €",null,null,null,null,null,null,null,null,null,null,null
561,"-17.658,31 €",null,null,null,null,null,null,null,null,null,null,null
563,"-4.138,86 €",null,null,null,null,null,null,null,null,null,null,null
565,"-2.324,55 €",null,null,null,null,null,null,null,null,null,null,null
567,"-2.761,32 €",null,null,null,null,null,null,null,null,null,null,null
569,"-19.859,29 €",null,null,null,null,null,null,null,null,null,null,null
571,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
573,"-5.056,38 €",null,null,null,null,null,null,null,null,null,null,null
575,"0,00 €",null,null,null,null,null,null,null,null,null,null,null
